"id","service_amount","is_customer_charged_for_service","collected_service_charge","collected_total","entire_date","only_date","month_","year_","day_"
24765871,150,1,150,300,"2021-06-21 17:44:18","2021-06-21",6,2021,21
24765902,50000,1,0,50000,"2021-06-21 17:45:06","2021-06-21",6,2021,21
24765923,1650,1,200,1850,"2021-06-21 17:45:53","2021-06-21",6,2021,21
24765959,500,1,0,500,"2021-06-21 17:47:06","2021-06-21",6,2021,21
24765962,3000,1,0,3000,"2021-06-21 17:47:09","2021-06-21",6,2021,21
24765963,150,1,150,300,"2021-06-21 17:47:11","2021-06-21",6,2021,21
24765982,600,1,0,600,"2021-06-21 17:47:35","2021-06-21",6,2021,21
24766033,1150,1,150,1300,"2021-06-21 17:48:58","2021-06-21",6,2021,21
24766044,500,1,0,500,"2021-06-21 17:49:07","2021-06-21",6,2021,21
24766064,500,1,0,500,"2021-06-21 17:49:34","2021-06-21",6,2021,21
24766074,75000,1,0,75000,"2021-06-21 17:49:50","2021-06-21",6,2021,21
24766079,500,1,0,500,"2021-06-21 17:49:56","2021-06-21",6,2021,21
24766086,2e+05,1,0,2e+05,"2021-06-21 17:50:03","2021-06-21",6,2021,21
24766089,100,1,150,250,"2021-06-21 17:50:08","2021-06-21",6,2021,21
24766151,750,1,0,750,"2021-06-21 17:51:33","2021-06-21",6,2021,21
24766154,200,1,0,200,"2021-06-21 17:51:37","2021-06-21",6,2021,21
24766183,200,1,150,350,"2021-06-21 17:52:19","2021-06-21",6,2021,21
24766199,500,1,0,500,"2021-06-21 17:52:40","2021-06-21",6,2021,21
24766212,3000,1,0,3000,"2021-06-21 17:53:05","2021-06-21",6,2021,21
24766231,200,1,0,200,"2021-06-21 17:53:30","2021-06-21",6,2021,21
24766265,36500,1,0,36500,"2021-06-21 17:54:11","2021-06-21",6,2021,21
24766285,200,1,0,200,"2021-06-21 17:54:33","2021-06-21",6,2021,21
24766365,29000,1,0,29000,"2021-06-21 17:56:28","2021-06-21",6,2021,21
24766532,171000,1,0,171000,"2021-06-21 18:00:06","2021-06-21",6,2021,21
24766563,500,1,0,500,"2021-06-21 18:00:49","2021-06-21",6,2021,21
24766577,50000,1,0,50000,"2021-06-21 18:01:03","2021-06-21",6,2021,21
24766718,5000,1,0,5000,"2021-06-21 18:04:34","2021-06-21",6,2021,21
24766766,500,1,0,500,"2021-06-21 18:05:51","2021-06-21",6,2021,21
24766793,250,1,0,250,"2021-06-21 18:06:47","2021-06-21",6,2021,21
24766810,10191,1,204,10395,"2021-06-21 18:07:07","2021-06-21",6,2021,21
24766819,200,1,0,200,"2021-06-21 18:07:16","2021-06-21",6,2021,21
24766833,5000,1,0,5000,"2021-06-21 18:07:33","2021-06-21",6,2021,21
24766845,10000,1,0,10000,"2021-06-21 18:07:43","2021-06-21",6,2021,21
24766939,10000,1,0,10000,"2021-06-21 18:09:41","2021-06-21",6,2021,21
24766948,38000,1,0,38000,"2021-06-21 18:09:51","2021-06-21",6,2021,21
24766965,20000,1,0,20000,"2021-06-21 18:10:08","2021-06-21",6,2021,21
24766988,9875,1,200,10075,"2021-06-21 18:10:36","2021-06-21",6,2021,21
24767073,4100,1,200,4300,"2021-06-21 18:12:25","2021-06-21",6,2021,21
24767125,15000,1,0,15000,"2021-06-21 18:13:42","2021-06-21",6,2021,21
24767147,5e+05,1,0,5e+05,"2021-06-21 18:14:20","2021-06-21",6,2021,21
24767164,500,1,0,500,"2021-06-21 18:14:52","2021-06-21",6,2021,21
24767207,150,1,0,150,"2021-06-21 18:15:54","2021-06-21",6,2021,21
24767252,1000,1,0,1000,"2021-06-21 18:16:58","2021-06-21",6,2021,21
24767275,50000,1,0,50000,"2021-06-21 18:17:43","2021-06-21",6,2021,21
24767384,1000,1,0,1000,"2021-06-21 18:20:28","2021-06-21",6,2021,21
24767423,115000,1,0,115000,"2021-06-21 18:21:29","2021-06-21",6,2021,21
24767433,500,1,0,500,"2021-06-21 18:21:45","2021-06-21",6,2021,21
24767462,1000,1,0,1000,"2021-06-21 18:22:24","2021-06-21",6,2021,21
24767513,200,1,0,200,"2021-06-21 18:23:48","2021-06-21",6,2021,21
24767606,300,1,0,300,"2021-06-21 18:26:02","2021-06-21",6,2021,21
24767726,200,1,0,200,"2021-06-21 18:28:59","2021-06-21",6,2021,21
24767733,700,1,0,700,"2021-06-21 18:29:07","2021-06-21",6,2021,21
24767817,2000,1,0,2000,"2021-06-21 18:30:43","2021-06-21",6,2021,21
24767844,500,1,0,500,"2021-06-21 18:31:30","2021-06-21",6,2021,21
24767880,500,1,0,500,"2021-06-21 18:32:28","2021-06-21",6,2021,21
24767881,140000,1,0,140000,"2021-06-21 18:32:29","2021-06-21",6,2021,21
24767985,5000,1,0,5000,"2021-06-21 18:35:21","2021-06-21",6,2021,21
24767987,1200,1,0,1200,"2021-06-21 18:35:22","2021-06-21",6,2021,21
24768028,500,1,0,500,"2021-06-21 18:36:26","2021-06-21",6,2021,21
24768062,300,1,0,300,"2021-06-21 18:37:16","2021-06-21",6,2021,21
24768136,5000,1,0,5000,"2021-06-21 18:39:27","2021-06-21",6,2021,21
24768180,250000,1,0,250000,"2021-06-21 18:40:45","2021-06-21",6,2021,21
24768188,22421,1,354,22775,"2021-06-21 18:40:58","2021-06-21",6,2021,21
24768196,250,1,0,250,"2021-06-21 18:41:11","2021-06-21",6,2021,21
24768250,21385,1,350,21735,"2021-06-21 18:42:40","2021-06-21",6,2021,21
24768265,17000,1,0,17000,"2021-06-21 18:42:57","2021-06-21",6,2021,21
24768289,20350,1,0,20350,"2021-06-21 18:43:29","2021-06-21",6,2021,21
24768290,200,1,0,200,"2021-06-21 18:43:30","2021-06-21",6,2021,21
24768308,14457,1,203,14660,"2021-06-21 18:43:54","2021-06-21",6,2021,21
24768314,32000,1,0,32000,"2021-06-21 18:44:08","2021-06-21",6,2021,21
24768529,1e+05,1,0,1e+05,"2021-06-21 18:50:15","2021-06-21",6,2021,21
24768533,14457,1,203,14660,"2021-06-21 18:50:22","2021-06-21",6,2021,21
24768565,10000,1,0,10000,"2021-06-21 18:51:14","2021-06-21",6,2021,21
24768567,300,1,0,300,"2021-06-21 18:51:18","2021-06-21",6,2021,21
24768590,400,1,0,400,"2021-06-21 18:52:03","2021-06-21",6,2021,21
24768639,200,1,0,200,"2021-06-21 18:53:39","2021-06-21",6,2021,21
24768644,20000,1,0,20000,"2021-06-21 18:53:46","2021-06-21",6,2021,21
24768668,150,1,0,150,"2021-06-21 18:54:23","2021-06-21",6,2021,21
24768682,500,1,0,500,"2021-06-21 18:54:50","2021-06-21",6,2021,21
24768688,200,1,0,200,"2021-06-21 18:55:03","2021-06-21",6,2021,21
24768689,200,1,0,200,"2021-06-21 18:55:04","2021-06-21",6,2021,21
24768696,500,1,0,500,"2021-06-21 18:55:10","2021-06-21",6,2021,21
24768765,200,1,0,200,"2021-06-21 18:57:17","2021-06-21",6,2021,21
24768769,150,1,0,150,"2021-06-21 18:57:20","2021-06-21",6,2021,21
24768800,500,1,0,500,"2021-06-21 18:58:18","2021-06-21",6,2021,21
24768812,200,1,0,200,"2021-06-21 18:58:46","2021-06-21",6,2021,21
24768820,500,1,0,500,"2021-06-21 18:58:57","2021-06-21",6,2021,21
24768832,1e+05,1,0,1e+05,"2021-06-21 18:59:13","2021-06-21",6,2021,21
24768934,3e+05,1,0,3e+05,"2021-06-21 19:02:29","2021-06-21",6,2021,21
24768971,500,1,0,500,"2021-06-21 19:03:39","2021-06-21",6,2021,21
24768998,500,1,0,500,"2021-06-21 19:04:32","2021-06-21",6,2021,21
24769096,150,1,0,150,"2021-06-21 19:07:25","2021-06-21",6,2021,21
24769104,14457,1,203,14660,"2021-06-21 19:07:32","2021-06-21",6,2021,21
24769124,500,1,0,500,"2021-06-21 19:08:11","2021-06-21",6,2021,21
24769126,2500,1,0,2500,"2021-06-21 19:08:13","2021-06-21",6,2021,21
24769127,300,1,0,300,"2021-06-21 19:08:15","2021-06-21",6,2021,21
24769143,6000,1,0,6000,"2021-06-21 19:08:38","2021-06-21",6,2021,21
24769187,300,1,0,300,"2021-06-21 19:10:07","2021-06-21",6,2021,21
24769257,150,1,0,150,"2021-06-21 19:12:10","2021-06-21",6,2021,21
24769263,2200,1,0,2200,"2021-06-21 19:12:21","2021-06-21",6,2021,21
24769329,1000,1,0,1000,"2021-06-21 19:14:43","2021-06-21",6,2021,21
24769353,150,1,0,150,"2021-06-21 19:15:24","2021-06-21",6,2021,21
24769453,2e+05,1,0,2e+05,"2021-06-21 19:18:37","2021-06-21",6,2021,21
24769500,700,1,0,700,"2021-06-21 19:20:08","2021-06-21",6,2021,21
24769501,20000,1,0,20000,"2021-06-21 19:20:09","2021-06-21",6,2021,21
24769735,500,1,0,500,"2021-06-21 19:27:20","2021-06-21",6,2021,21
24769801,500,1,0,500,"2021-06-21 19:30:06","2021-06-21",6,2021,21
24769838,30000,1,0,30000,"2021-06-21 19:31:35","2021-06-21",6,2021,21
24769844,5000,1,0,5000,"2021-06-21 19:31:48","2021-06-21",6,2021,21
24769854,250000,1,0,250000,"2021-06-21 19:32:12","2021-06-21",6,2021,21
24769879,20000,1,0,20000,"2021-06-21 19:32:58","2021-06-21",6,2021,21
24769892,500,1,0,500,"2021-06-21 19:33:18","2021-06-21",6,2021,21
24769979,10000,1,0,10000,"2021-06-21 19:36:14","2021-06-21",6,2021,21
24769987,3000,1,200,3200,"2021-06-21 19:36:35","2021-06-21",6,2021,21
24769988,400,1,0,400,"2021-06-21 19:36:37","2021-06-21",6,2021,21
24770029,250,1,0,250,"2021-06-21 19:38:11","2021-06-21",6,2021,21
24770049,500,1,0,500,"2021-06-21 19:38:56","2021-06-21",6,2021,21
24770073,250,1,0,250,"2021-06-21 19:39:47","2021-06-21",6,2021,21
24770078,150,1,0,150,"2021-06-21 19:39:58","2021-06-21",6,2021,21
24770096,250,1,0,250,"2021-06-21 19:40:45","2021-06-21",6,2021,21
24770107,10000,1,0,10000,"2021-06-21 19:41:09","2021-06-21",6,2021,21
24770120,150,1,0,150,"2021-06-21 19:41:34","2021-06-21",6,2021,21
24770151,6500,1,0,6500,"2021-06-21 19:42:27","2021-06-21",6,2021,21
24770188,4000,1,0,4000,"2021-06-21 19:43:31","2021-06-21",6,2021,21
24770211,500,1,0,500,"2021-06-21 19:44:21","2021-06-21",6,2021,21
24770253,250,1,0,250,"2021-06-21 19:46:01","2021-06-21",6,2021,21
24770299,300,1,0,300,"2021-06-21 19:47:47","2021-06-21",6,2021,21
24770309,50000,1,0,50000,"2021-06-21 19:48:10","2021-06-21",6,2021,21
24770488,200,1,0,200,"2021-06-21 19:55:21","2021-06-21",6,2021,21
24770508,200,1,0,200,"2021-06-21 19:56:01","2021-06-21",6,2021,21
24770531,13000,1,0,13000,"2021-06-21 19:56:55","2021-06-21",6,2021,21
24770703,500,1,0,500,"2021-06-21 20:03:54","2021-06-21",6,2021,21
24770766,1e+05,1,0,1e+05,"2021-06-21 20:06:56","2021-06-21",6,2021,21
24770777,15500,1,0,15500,"2021-06-21 20:07:33","2021-06-21",6,2021,21
24770783,300,1,0,300,"2021-06-21 20:07:55","2021-06-21",6,2021,21
24770806,10000,1,0,10000,"2021-06-21 20:08:54","2021-06-21",6,2021,21
24770809,35000,1,0,35000,"2021-06-21 20:09:07","2021-06-21",6,2021,21
24770836,300,1,0,300,"2021-06-21 20:10:48","2021-06-21",6,2021,21
24770851,500,1,0,500,"2021-06-21 20:11:50","2021-06-21",6,2021,21
24770875,1500,1,0,1500,"2021-06-21 20:13:25","2021-06-21",6,2021,21
24770931,500,1,0,500,"2021-06-21 20:16:12","2021-06-21",6,2021,21
24770988,10000,1,0,10000,"2021-06-21 20:19:46","2021-06-21",6,2021,21
24771080,500,1,0,500,"2021-06-21 20:26:26","2021-06-21",6,2021,21
24771087,125,1,0,125,"2021-06-21 20:27:12","2021-06-21",6,2021,21
24771092,20000,1,0,20000,"2021-06-21 20:27:23","2021-06-21",6,2021,21
24771152,1e+05,1,0,1e+05,"2021-06-21 20:31:29","2021-06-21",6,2021,21
24771280,3000,1,0,3000,"2021-06-21 20:39:08","2021-06-21",6,2021,21
24771287,300,1,0,300,"2021-06-21 20:39:38","2021-06-21",6,2021,21
24771300,300,1,0,300,"2021-06-21 20:40:32","2021-06-21",6,2021,21
24771306,157000,1,0,157000,"2021-06-21 20:40:42","2021-06-21",6,2021,21
24771311,1000,1,0,1000,"2021-06-21 20:41:10","2021-06-21",6,2021,21
24771362,205000,1,0,205000,"2021-06-21 20:44:56","2021-06-21",6,2021,21
24771365,10000,1,0,10000,"2021-06-21 20:45:00","2021-06-21",6,2021,21
24771412,1200,1,0,1200,"2021-06-21 20:51:05","2021-06-21",6,2021,21
24771486,2000,1,0,2000,"2021-06-21 20:59:03","2021-06-21",6,2021,21
24771513,25000,1,0,25000,"2021-06-21 21:01:57","2021-06-21",6,2021,21
24771601,83500,1,0,83500,"2021-06-21 21:12:38","2021-06-21",6,2021,21
24771626,53000,1,0,53000,"2021-06-21 21:14:58","2021-06-21",6,2021,21
24771653,35000,1,0,35000,"2021-06-21 21:17:16","2021-06-21",6,2021,21
24771658,1200000,1,0,1200000,"2021-06-21 21:18:09","2021-06-21",6,2021,21
24771666,1200000,1,0,1200000,"2021-06-21 21:18:43","2021-06-21",6,2021,21
24771672,5e+05,1,0,5e+05,"2021-06-21 21:19:15","2021-06-21",6,2021,21
24771686,5e+05,1,0,5e+05,"2021-06-21 21:20:17","2021-06-21",6,2021,21
24771707,5e+05,1,0,5e+05,"2021-06-21 21:21:46","2021-06-21",6,2021,21
24771766,8500,1,0,8500,"2021-06-21 21:30:09","2021-06-21",6,2021,21
24771774,50000,1,0,50000,"2021-06-21 21:32:17","2021-06-21",6,2021,21
24771793,50000,1,0,50000,"2021-06-21 21:35:22","2021-06-21",6,2021,21
24771836,65000,1,0,65000,"2021-06-21 21:42:02","2021-06-21",6,2021,21
24771929,1e+05,1,0,1e+05,"2021-06-21 22:09:45","2021-06-21",6,2021,21
24771977,1e+05,1,0,1e+05,"2021-06-21 22:21:55","2021-06-21",6,2021,21
24772165,40000,1,0,40000,"2021-06-21 23:46:49","2021-06-21",6,2021,21
24772172,2e+05,1,0,2e+05,"2021-06-21 23:56:05","2021-06-21",6,2021,21
24772179,2500,1,0,2500,"2021-06-22 00:03:29","2021-06-22",6,2021,22
24772197,180000,1,0,180000,"2021-06-22 00:34:15","2021-06-22",6,2021,22
24772198,3000,1,0,3000,"2021-06-22 00:38:08","2021-06-22",6,2021,22
24772199,200,1,0,200,"2021-06-22 00:43:40","2021-06-22",6,2021,22
24772202,20000,1,0,20000,"2021-06-22 00:53:22","2021-06-22",6,2021,22
24772206,85000,1,0,85000,"2021-06-22 01:01:38","2021-06-22",6,2021,22
24772213,245000,1,0,245000,"2021-06-22 01:43:09","2021-06-22",6,2021,22
24772237,900,1,0,900,"2021-06-22 03:04:09","2021-06-22",6,2021,22
24772238,100,1,0,100,"2021-06-22 03:05:09","2021-06-22",6,2021,22
24772246,500,1,0,500,"2021-06-22 03:21:19","2021-06-22",6,2021,22
24772248,500,1,0,500,"2021-06-22 03:23:38","2021-06-22",6,2021,22
24772249,4000,1,0,4000,"2021-06-22 03:26:14","2021-06-22",6,2021,22
24772250,2500,1,0,2500,"2021-06-22 03:28:48","2021-06-22",6,2021,22
24772254,90000,1,0,90000,"2021-06-22 03:39:58","2021-06-22",6,2021,22
24772274,50000,1,0,50000,"2021-06-22 04:11:12","2021-06-22",6,2021,22
24772283,50000,1,0,50000,"2021-06-22 04:23:34","2021-06-22",6,2021,22
24772288,6000,1,0,6000,"2021-06-22 04:27:44","2021-06-22",6,2021,22
24772350,15000,1,0,15000,"2021-06-22 05:15:52","2021-06-22",6,2021,22
24772383,4000,1,0,4000,"2021-06-22 05:25:39","2021-06-22",6,2021,22
24772393,10000,1,0,10000,"2021-06-22 05:29:33","2021-06-22",6,2021,22
24772396,10000,1,0,10000,"2021-06-22 05:30:45","2021-06-22",6,2021,22
24772482,500,1,0,500,"2021-06-22 05:42:07","2021-06-22",6,2021,22
24772514,21000,1,0,21000,"2021-06-22 05:45:22","2021-06-22",6,2021,22
24772560,15000,1,0,15000,"2021-06-22 05:51:03","2021-06-22",6,2021,22
24772654,5000,1,0,5000,"2021-06-22 06:00:57","2021-06-22",6,2021,22
24772669,50000,1,0,50000,"2021-06-22 06:02:55","2021-06-22",6,2021,22
24772894,500,1,0,500,"2021-06-22 06:20:46","2021-06-22",6,2021,22
24772947,50000,1,0,50000,"2021-06-22 06:24:02","2021-06-22",6,2021,22
24773038,500,1,0,500,"2021-06-22 06:29:29","2021-06-22",6,2021,22
24773107,2500,1,0,2500,"2021-06-22 06:33:13","2021-06-22",6,2021,22
24773201,20000,1,0,20000,"2021-06-22 06:37:45","2021-06-22",6,2021,22
24773234,15000,1,0,15000,"2021-06-22 06:39:11","2021-06-22",6,2021,22
24773261,2500,1,0,2500,"2021-06-22 06:40:41","2021-06-22",6,2021,22
24773363,22000,1,0,22000,"2021-06-22 06:45:35","2021-06-22",6,2021,22
24773428,5150,1,0,5150,"2021-06-22 06:48:10","2021-06-22",6,2021,22
24773517,45000,1,0,45000,"2021-06-22 06:51:27","2021-06-22",6,2021,22
24773611,700,1,0,700,"2021-06-22 06:55:06","2021-06-22",6,2021,22
24773616,10000,1,0,10000,"2021-06-22 06:55:50","2021-06-22",6,2021,22
24773650,3900,1,200,4100,"2021-06-22 06:57:09","2021-06-22",6,2021,22
24773659,650,1,0,650,"2021-06-22 06:57:30","2021-06-22",6,2021,22
24773661,300,1,0,300,"2021-06-22 06:57:40","2021-06-22",6,2021,22
24773801,1e+05,1,0,1e+05,"2021-06-22 07:03:53","2021-06-22",6,2021,22
24773818,1000,1,0,1000,"2021-06-22 07:04:22","2021-06-22",6,2021,22
24773850,50700,1,0,50700,"2021-06-22 07:05:59","2021-06-22",6,2021,22
24773948,30000,1,0,30000,"2021-06-22 07:09:15","2021-06-22",6,2021,22
24773956,55000,1,0,55000,"2021-06-22 07:09:35","2021-06-22",6,2021,22
24774006,20000,1,0,20000,"2021-06-22 07:11:54","2021-06-22",6,2021,22
24774043,1000,1,0,1000,"2021-06-22 07:13:18","2021-06-22",6,2021,22
24774067,30000,1,0,30000,"2021-06-22 07:14:26","2021-06-22",6,2021,22
24774090,1e+05,1,0,1e+05,"2021-06-22 07:15:20","2021-06-22",6,2021,22
24774095,10000,1,0,10000,"2021-06-22 07:15:26","2021-06-22",6,2021,22
24774224,50000,1,0,50000,"2021-06-22 07:20:24","2021-06-22",6,2021,22
24774276,300,1,0,300,"2021-06-22 07:22:12","2021-06-22",6,2021,22
24774289,2400,1,200,2600,"2021-06-22 07:22:29","2021-06-22",6,2021,22
24774341,200,1,0,200,"2021-06-22 07:24:17","2021-06-22",6,2021,22
24774350,2500,1,200,2700,"2021-06-22 07:24:31","2021-06-22",6,2021,22
24774395,26000,1,0,26000,"2021-06-22 07:25:46","2021-06-22",6,2021,22
24774418,1500,1,0,1500,"2021-06-22 07:26:27","2021-06-22",6,2021,22
24774442,500,1,0,500,"2021-06-22 07:27:16","2021-06-22",6,2021,22
24774487,30000,1,0,30000,"2021-06-22 07:28:37","2021-06-22",6,2021,22
24774491,10300,1,0,10300,"2021-06-22 07:28:37","2021-06-22",6,2021,22
24774498,5250,1,200,5450,"2021-06-22 07:29:00","2021-06-22",6,2021,22
24774503,200,1,0,200,"2021-06-22 07:29:05","2021-06-22",6,2021,22
24774614,10000,1,0,10000,"2021-06-22 07:32:42","2021-06-22",6,2021,22
24774632,10000,1,0,10000,"2021-06-22 07:33:07","2021-06-22",6,2021,22
24774654,11850,1,200,12050,"2021-06-22 07:33:41","2021-06-22",6,2021,22
24774694,500,1,0,500,"2021-06-22 07:34:58","2021-06-22",6,2021,22
24774775,25500,1,0,25500,"2021-06-22 07:37:06","2021-06-22",6,2021,22
24774808,30000,1,0,30000,"2021-06-22 07:38:09","2021-06-22",6,2021,22
24774814,4650,1,200,4850,"2021-06-22 07:38:19","2021-06-22",6,2021,22
24774824,50000,1,0,50000,"2021-06-22 07:38:42","2021-06-22",6,2021,22
24774962,4650,1,200,4850,"2021-06-22 07:43:11","2021-06-22",6,2021,22
24774991,3500,1,200,3700,"2021-06-22 07:44:20","2021-06-22",6,2021,22
24775013,1000,1,0,1000,"2021-06-22 07:44:56","2021-06-22",6,2021,22
24775079,5200,1,200,5400,"2021-06-22 07:47:05","2021-06-22",6,2021,22
24775124,3800,1,200,4000,"2021-06-22 07:48:36","2021-06-22",6,2021,22
24775159,2000,1,0,2000,"2021-06-22 07:49:42","2021-06-22",6,2021,22
24775218,10033,1,202,10235,"2021-06-22 07:51:15","2021-06-22",6,2021,22
24775263,150,1,0,150,"2021-06-22 07:52:24","2021-06-22",6,2021,22
24775265,500,1,0,500,"2021-06-22 07:52:27","2021-06-22",6,2021,22
24775299,40000,1,0,40000,"2021-06-22 07:53:10","2021-06-22",6,2021,22
24775321,850,1,150,1000,"2021-06-22 07:53:53","2021-06-22",6,2021,22
24775350,850,1,150,1000,"2021-06-22 07:54:40","2021-06-22",6,2021,22
24775358,500,1,0,500,"2021-06-22 07:54:47","2021-06-22",6,2021,22
24775452,5450,1,200,5650,"2021-06-22 07:57:20","2021-06-22",6,2021,22
24775497,3e+05,1,0,3e+05,"2021-06-22 07:58:38","2021-06-22",6,2021,22
24775499,26095,1,350,26445,"2021-06-22 07:58:39","2021-06-22",6,2021,22
24775562,1000,1,0,1000,"2021-06-22 08:00:26","2021-06-22",6,2021,22
24775655,200,1,0,200,"2021-06-22 08:02:32","2021-06-22",6,2021,22
24775693,500,1,0,500,"2021-06-22 08:03:55","2021-06-22",6,2021,22
24775701,1e+05,1,0,1e+05,"2021-06-22 08:03:58","2021-06-22",6,2021,22
24775739,26095,1,350,26445,"2021-06-22 08:04:54","2021-06-22",6,2021,22
24775756,3600,1,200,3800,"2021-06-22 08:05:17","2021-06-22",6,2021,22
24775759,2e+05,1,0,2e+05,"2021-06-22 08:05:23","2021-06-22",6,2021,22
24775765,750,1,0,750,"2021-06-22 08:05:32","2021-06-22",6,2021,22
24775818,5910,1,200,6110,"2021-06-22 08:07:05","2021-06-22",6,2021,22
24775833,5000,1,0,5000,"2021-06-22 08:07:32","2021-06-22",6,2021,22
24775900,4600,1,200,4800,"2021-06-22 08:09:23","2021-06-22",6,2021,22
24775919,4000,1,0,4000,"2021-06-22 08:09:59","2021-06-22",6,2021,22
24775955,35000,1,0,35000,"2021-06-22 08:10:53","2021-06-22",6,2021,22
24775995,500,1,0,500,"2021-06-22 08:12:04","2021-06-22",6,2021,22
24776004,1e+05,1,0,1e+05,"2021-06-22 08:12:22","2021-06-22",6,2021,22
24776009,4e+05,1,0,4e+05,"2021-06-22 08:12:30","2021-06-22",6,2021,22
24776015,12500,1,0,12500,"2021-06-22 08:12:37","2021-06-22",6,2021,22
24776027,4174,1,201,4375,"2021-06-22 08:12:54","2021-06-22",6,2021,22
24776055,150,1,0,150,"2021-06-22 08:13:35","2021-06-22",6,2021,22
24776061,5200,1,0,5200,"2021-06-22 08:13:44","2021-06-22",6,2021,22
24776082,1000,1,0,1000,"2021-06-22 08:14:24","2021-06-22",6,2021,22
24776199,17553,1,302,17855,"2021-06-22 08:17:41","2021-06-22",6,2021,22
24776215,1000,1,0,1000,"2021-06-22 08:18:05","2021-06-22",6,2021,22
24776260,250,1,0,250,"2021-06-22 08:19:23","2021-06-22",6,2021,22
24776270,2000,1,0,2000,"2021-06-22 08:19:47","2021-06-22",6,2021,22
24776321,3041,1,4,3045,"2021-06-22 08:20:40","2021-06-22",6,2021,22
24776359,2500,1,0,2500,"2021-06-22 08:21:36","2021-06-22",6,2021,22
24776431,300,1,0,300,"2021-06-22 08:23:05","2021-06-22",6,2021,22
24776443,200,1,0,200,"2021-06-22 08:23:24","2021-06-22",6,2021,22
24776511,100,1,0,100,"2021-06-22 08:24:38","2021-06-22",6,2021,22
24776563,10000,1,0,10000,"2021-06-22 08:25:22","2021-06-22",6,2021,22
24776579,13825,1,200,14025,"2021-06-22 08:25:51","2021-06-22",6,2021,22
24776615,5200,1,200,5400,"2021-06-22 08:26:40","2021-06-22",6,2021,22
24776655,1e+05,1,0,1e+05,"2021-06-22 08:27:32","2021-06-22",6,2021,22
24776664,4174,1,201,4375,"2021-06-22 08:27:55","2021-06-22",6,2021,22
24776698,17553,1,302,17855,"2021-06-22 08:28:43","2021-06-22",6,2021,22
24776789,150,1,0,150,"2021-06-22 08:31:00","2021-06-22",6,2021,22
24776810,500,1,0,500,"2021-06-22 08:31:40","2021-06-22",6,2021,22
24776876,4934,1,301,5235,"2021-06-22 08:33:29","2021-06-22",6,2021,22
24776904,1e+05,1,0,1e+05,"2021-06-22 08:34:16","2021-06-22",6,2021,22
24776907,50000,1,0,50000,"2021-06-22 08:34:23","2021-06-22",6,2021,22
24776922,25000,1,0,25000,"2021-06-22 08:35:03","2021-06-22",6,2021,22
24776928,150000,1,0,150000,"2021-06-22 08:35:12","2021-06-22",6,2021,22
24777055,23458,1,352,23810,"2021-06-22 08:38:54","2021-06-22",6,2021,22
24777078,30000,1,0,30000,"2021-06-22 08:39:36","2021-06-22",6,2021,22
24777141,25000,1,0,25000,"2021-06-22 08:41:15","2021-06-22",6,2021,22
24777169,2000,1,0,2000,"2021-06-22 08:42:02","2021-06-22",6,2021,22
24777234,60000,1,0,60000,"2021-06-22 08:43:45","2021-06-22",6,2021,22
24777260,3500,1,0,3500,"2021-06-22 08:44:32","2021-06-22",6,2021,22
24777308,700,1,0,700,"2021-06-22 08:45:46","2021-06-22",6,2021,22
24777326,10000,1,0,10000,"2021-06-22 08:46:20","2021-06-22",6,2021,22
24777343,7000,1,0,7000,"2021-06-22 08:46:50","2021-06-22",6,2021,22
24777345,1000,1,0,1000,"2021-06-22 08:46:57","2021-06-22",6,2021,22
24777384,25000,1,0,25000,"2021-06-22 08:48:03","2021-06-22",6,2021,22
24777428,90000,1,0,90000,"2021-06-22 08:49:04","2021-06-22",6,2021,22
24777515,50000,1,0,50000,"2021-06-22 08:51:06","2021-06-22",6,2021,22
24777710,100,1,0,100,"2021-06-22 08:55:49","2021-06-22",6,2021,22
24777837,20000,1,0,20000,"2021-06-22 08:58:47","2021-06-22",6,2021,22
24777916,250,1,0,250,"2021-06-22 09:00:39","2021-06-22",6,2021,22
24777953,23929,1,351,24280,"2021-06-22 09:01:32","2021-06-22",6,2021,22
24778024,25000,1,0,25000,"2021-06-22 09:03:22","2021-06-22",6,2021,22
24778176,15000,1,0,15000,"2021-06-22 09:07:24","2021-06-22",6,2021,22
24778390,200,1,0,200,"2021-06-22 09:12:43","2021-06-22",6,2021,22
24778402,1000,1,0,1000,"2021-06-22 09:13:03","2021-06-22",6,2021,22
24778405,5000,1,0,5000,"2021-06-22 09:13:08","2021-06-22",6,2021,22
24778445,1000,1,0,1000,"2021-06-22 09:14:11","2021-06-22",6,2021,22
24778482,500,1,0,500,"2021-06-22 09:15:07","2021-06-22",6,2021,22
24778513,15000,1,0,15000,"2021-06-22 09:15:59","2021-06-22",6,2021,22
24778523,100,1,0,100,"2021-06-22 09:16:11","2021-06-22",6,2021,22
24778665,4900,1,200,5100,"2021-06-22 09:19:16","2021-06-22",6,2021,22
24778699,10000,1,0,10000,"2021-06-22 09:20:12","2021-06-22",6,2021,22
24778726,1150,1,0,1150,"2021-06-22 09:20:44","2021-06-22",6,2021,22
24778793,2e+05,1,0,2e+05,"2021-06-22 09:22:39","2021-06-22",6,2021,22
24778929,500,1,0,500,"2021-06-22 09:26:29","2021-06-22",6,2021,22
24778935,25000,1,0,25000,"2021-06-22 09:26:33","2021-06-22",6,2021,22
24778985,2e+05,1,0,2e+05,"2021-06-22 09:28:01","2021-06-22",6,2021,22
